TIME,GEO,FORD,SEX,PROF_POS,SECTPERF,VALUE
2016,PL,FORD6,F,RSE,HES,6533
2017,PL,FORD6,F,RSE,HES,10098
2018,PL,FORD6,F,RSE,HES,8585
2019,PL,FORD6,F,RSE,HES,8031
2020,PL,FORD6,F,RSE,HES,7460
2021,PL,FORD6,F,RSE,HES,7335
2022,PL,FORD6,F,RSE,HES,7271
2000,PT,FORD6,F,RSE,HES,977
2001,PT,FORD6,F,RSE,HES,995
2002,PT,FORD6,F,RSE,HES,1100
2003,PT,FORD6,F,RSE,HES,1586
2004,PT,FORD6,F,RSE,HES,1620
2005,PT,FORD6,F,RSE,HES,1654
2006,PT,FORD6,F,RSE,HES,1928
2007,PT,FORD6,F,RSE,HES,2201
2008,PT,FORD6,F,RSE,HES,3387
2009,PT,FORD6,F,RSE,HES,3820
2010,PT,FORD6,F,RSE,HES,4418
2011,PT,FORD6,F,RSE,HES,3823
2012,PT,FORD6,F,RSE,HES,4287
2013,PT,FORD6,F,RSE,HES,4683
2014,PT,FORD6,F,RSE,HES,4636
2015,PT,FORD6,F,RSE,HES,4634
2016,PT,FORD6,F,RSE,HES,4794
2017,PT,FORD6,F,RSE,HES,5009
2018,PT,FORD6,F,RSE,HES,5317
2019,PT,FORD6,F,RSE,HES,5165
2020,PT,FORD6,F,RSE,HES,5071
2021,PT,FORD6,F,RSE,HES,5117
2022,PT,FORD6,F,RSE,HES,5133
2002,RO,FORD6,F,RSE,HES,72
2003,RO,FORD6,F,RSE,HES,115
2004,RO,FORD6,F,RSE,HES,191
2005,RO,FORD6,F,RSE,HES,17
2006,RO,FORD6,F,RSE,HES,54
2007,RO,FORD6,F,RSE,HES,145
2008,RO,FORD6,F,RSE,HES,546
2009,RO,FORD6,F,RSE,HES,518
2010,RO,FORD6,F,RSE,HES,634
2011,RO,FORD6,F,RSE,HES,383
2012,RO,FORD6,F,RSE,HES,475
2013,RO,FORD6,F,RSE,HES,522
2014,RO,FORD6,F,RSE,HES,137
2015,RO,FORD6,F,RSE,HES,173
2016,RO,FORD6,F,RSE,HES,149
2017,RO,FORD6,F,RSE,HES,149
2018,RO,FORD6,F,RSE,HES,205
2019,RO,FORD6,F,RSE,HES,165
2020,RO,FORD6,F,RSE,HES,153
2021,RO,FORD6,F,RSE,HES,156
2022,RO,FORD6,F,RSE,HES,167
2001,SI,FORD6,F,RSE,HES,175
2002,SI,FORD6,F,RSE,HES,180
2003,SI,FORD6,F,RSE,HES,122
2004,SI,FORD6,F,RSE,HES,147
2005,SI,FORD6,F,RSE,HES,228
2006,SI,FORD6,F,RSE,HES,225
2007,SI,FORD6,F,RSE,HES,122
2008,SI,FORD6,F,RSE,HES,155
2009,SI,FORD6,F,RSE,HES,247
2010,SI,FORD6,F,RSE,HES,271
2011,SI,FORD6,F,RSE,HES,276
2012,SI,FORD6,F,RSE,HES,253
2013,SI,FORD6,F,RSE,HES,195
2015,SI,FORD6,F,RSE,HES,191
2016,SI,FORD6,F,RSE,HES,179
2017,SI,FORD6,F,RSE,HES,188
2018,SI,FORD6,F,RSE,HES,262
2019,SI,FORD6,F,RSE,HES,215
2020,SI,FORD6,F,RSE,HES,221
2021,SI,FORD6,F,RSE,HES,213
2022,SI,FORD6,F,RSE,HES,220
2002,SK,FORD6,F,RSE,HES,351
2003,SK,FORD6,F,RSE,HES,532
2004,SK,FORD6,F,RSE,HES,582
2005,SK,FORD6,F,RSE,HES,646
2006,SK,FORD6,F,RSE,HES,376
2007,SK,FORD6,F,RSE,HES,302
2008,SK,FORD6,F,RSE,HES,365
2009,SK,FORD6,F,RSE,HES,1018
2010,SK,FORD6,F,RSE,HES,1169
2011,SK,FORD6,F,RSE,HES,1224
2012,SK,FORD6,F,RSE,HES,1285
2013,SK,FORD6,F,RSE,HES,1302
2014,SK,FORD6,F,RSE,HES,1559
2015,SK,FORD6,F,RSE,HES,1154
2016,SK,FORD6,F,RSE,HES,1330
2017,SK,FORD6,F,RSE,HES,1284
2018,SK,FORD6,F,RSE,HES,1359
2019,SK,FORD6,F,RSE,HES,1354
2020,SK,FORD6,F,RSE,HES,1306
2021,SK,FORD6,F,RSE,HES,1453
2022,SK,FORD6,F,RSE,HES,1331
2007,FI,FORD6,F,RSE,HES,1190
2011,FI,FORD6,F,RSE,HES,1523
2012,FI,FORD6,F,RSE,HES,1596
2013,FI,FORD6,F,RSE,HES,1531
2014,FI,FORD6,F,RSE,HES,1564
2015,FI,FORD6,F,RSE,HES,1524
2016,FI,FORD6,F,RSE,HES,1591
2017,FI,FORD6,F,RSE,HES,1610
2018,FI,FORD6,F,RSE,HES,1732
2019,FI,FORD6,F,RSE,HES,1765
2020,FI,FORD6,F,RSE,HES,1745
2021,FI,FORD6,F,RSE,HES,1802
2022,FI,FORD6,F,RSE,HES,1831
2001,SE,FORD6,F,RSE,HES,1393
2003,SE,FORD6,F,RSE,HES,1354
2013,SE,FORD6,F,RSE,HES,2622
2015,SE,FORD6,F,RSE,HES,2681
2017,SE,FORD6,F,RSE,HES,1667
2019,SE,FORD6,F,RSE,HES,1928
2021,SE,FORD6,F,RSE,HES,1994
2011,IS,FORD6,F,RSE,HES,69
2013,IS,FORD6,F,RSE,HES,163
2017,IS,FORD6,F,RSE,HES,111
2018,IS,FORD6,F,RSE,HES,102
2021,IS,FORD6,F,RSE,HES,138
2022,IS,FORD6,F,RSE,HES,149
2001,NO,FORD6,F,RSE,HES,1061
2003,NO,FORD6,F,RSE,HES,1184
2005,NO,FORD6,F,RSE,HES,1296
2007,NO,FORD6,F,RSE,HES,1369
2008,NO,FORD6,F,RSE,HES,1377
2009,NO,FORD6,F,RSE,HES,1436
2010,NO,FORD6,F,RSE,HES,1440
2011,NO,FORD6,F,RSE,HES,1447
2012,NO,FORD6,F,RSE,HES,1448
2013,NO,FORD6,F,RSE,HES,1471
2014,NO,FORD6,F,RSE,HES,1465
2015,NO,FORD6,F,RSE,HES,1452
2017,NO,FORD6,F,RSE,HES,1666
2018,NO,FORD6,F,RSE,HES,1842
2019,NO,FORD6,F,RSE,HES,1978
2020,NO,FORD6,F,RSE,HES,1895
2021,NO,FORD6,F,RSE,HES,1973
2022,NO,FORD6,F,RSE,HES,2005
2012,CH,FORD6,F,RSE,HES,1840
2015,CH,FORD6,F,RSE,HES,2115
2017,CH,FORD6,F,RSE,HES,2139
2019,CH,FORD6,F,RSE,HES,2304
2021,CH,FORD6,F,RSE,HES,2434
2022,CH,FORD6,F,RSE,HES,2409
2007,UK,FORD6,F,RSE,HES,27283
2009,UK,FORD6,F,RSE,HES,21506
2010,UK,FORD6,F,RSE,HES,22223
2011,UK,FORD6,F,RSE,HES,23584
2012,UK,FORD6,F,RSE,HES,24264
2013,UK,FORD6,F,RSE,HES,34358
2017,UK,FORD6,F,RSE,HES,36166
2012,BA,FORD6,F,RSE,HES,5
2013,BA,FORD6,F,RSE,HES,0
2014,BA,FORD6,F,RSE,HES,55
2019,BA,FORD6,F,RSE,HES,187
2020,BA,FORD6,F,RSE,HES,122
2011,ME,FORD6,F,RSE,HES,155
2013,ME,FORD6,F,RSE,HES,159
2014,ME,FORD6,F,RSE,HES,153
2015,ME,FORD6,F,RSE,HES,140
2017,ME,FORD6,F,RSE,HES,90
2018,ME,FORD6,F,RSE,HES,92
2019,ME,FORD6,F,RSE,HES,111
2005,MK,FORD6,F,RSE,HES,169
2006,MK,FORD6,F,RSE,HES,164
2007,MK,FORD6,F,RSE,HES,173
2008,MK,FORD6,F,RSE,HES,175
2009,MK,FORD6,F,RSE,HES,63
2010,MK,FORD6,F,RSE,HES,203
2011,MK,FORD6,F,RSE,HES,184
2012,MK,FORD6,F,RSE,HES,192
2015,MK,FORD6,F,RSE,HES,295
2016,MK,FORD6,F,RSE,HES,362
2017,MK,FORD6,F,RSE,HES,245
2018,MK,FORD6,F,RSE,HES,249
2019,MK,FORD6,F,RSE,HES,145
2020,MK,FORD6,F,RSE,HES,180
2022,MK,FORD6,F,RSE,HES,114
2008,RS,FORD6,F,RSE,HES,385
2009,RS,FORD6,F,RSE,HES,375
2010,RS,FORD6,F,RSE,HES,770
2011,RS,FORD6,F,RSE,HES,837
2012,RS,FORD6,F,RSE,HES,855
2013,RS,FORD6,F,RSE,HES,887
2014,RS,FORD6,F,RSE,HES,633
2015,RS,FORD6,F,RSE,HES,589
2016,RS,FORD6,F,RSE,HES,612
2017,RS,FORD6,F,RSE,HES,634
2018,RS,FORD6,F,RSE,HES,613
2019,RS,FORD6,F,RSE,HES,609
2020,RS,FORD6,F,RSE,HES,741
2021,RS,FORD6,F,RSE,HES,613
2022,RS,FORD6,F,RSE,HES,769
2003,TR,FORD6,F,RSE,HES,3329
2004,TR,FORD6,F,RSE,HES,3436
2005,TR,FORD6,F,RSE,HES,3539
2006,TR,FORD6,F,RSE,HES,3735
2007,TR,FORD6,F,RSE,HES,4021
2008,TR,FORD6,F,RSE,HES,4056
2009,TR,FORD6,F,RSE,HES,4157
2010,TR,FORD6,F,RSE,HES,4626
2011,TR,FORD6,F,RSE,HES,5112
2012,TR,FORD6,F,RSE,HES,6683
2013,TR,FORD6,F,RSE,HES,6051
2014,TR,FORD6,F,RSE,HES,6833
2015,TR,FORD6,F,RSE,HES,11755
2016,TR,FORD6,F,RSE,HES,12429
2017,TR,FORD6,F,RSE,HES,12707
2018,TR,FORD6,F,RSE,HES,12223
2019,TR,FORD6,F,RSE,HES,13452
2020,TR,FORD6,F,RSE,HES,14082
2021,TR,FORD6,F,RSE,HES,14386
2022,TR,FORD6,F,RSE,HES,15451
2000,RU,FORD6,F,RSE,HES,603
2001,RU,FORD6,F,RSE,HES,541
2002,RU,FORD6,F,RSE,HES,521
2003,RU,FORD6,F,RSE,HES,698
2004,RU,FORD6,F,RSE,HES,766
2005,RU,FORD6,F,RSE,HES,812
2006,RU,FORD6,F,RSE,HES,961
2007,RU,FORD6,F,RSE,HES,1027
2008,RU,FORD6,F,RSE,HES,1261
2009,RU,FORD6,F,RSE,HES,1262
2010,RU,FORD6,F,RSE,HES,2958
2011,RU,FORD6,F,RSE,HES,3203
2012,RU,FORD6,F,RSE,HES,3503
2013,RU,FORD6,F,RSE,HES,3443
2014,RU,FORD6,F,RSE,HES,3683
2015,RU,FORD6,F,RSE,HES,3709
2017,RU,FORD6,F,RSE,HES,3784
2018,RU,FORD6,F,RSE,HES,3566
2019,RU,FORD6,F,RSE,HES,3599
2002,BE,TOTAL,T,TOTAL,PNP,602
2003,BE,TOTAL,T,TOTAL,PNP,617
2004,BE,TOTAL,T,TOTAL,PNP,599
2005,BE,TOTAL,T,TOTAL,PNP,575
2006,BE,TOTAL,T,TOTAL,PNP,591
2007,BE,TOTAL,T,TOTAL,PNP,605
2008,BE,TOTAL,T,TOTAL,PNP,616
2009,BE,TOTAL,T,TOTAL,PNP,619
2010,BE,TOTAL,T,TOTAL,PNP,648
2011,BE,TOTAL,T,TOTAL,PNP,636
2012,BE,TOTAL,T,TOTAL,PNP,358
2013,BE,TOTAL,T,TOTAL,PNP,365
2014,BE,TOTAL,T,TOTAL,PNP,339
2015,BE,TOTAL,T,TOTAL,PNP,447
2016,BE,TOTAL,T,TOTAL,PNP,649
2017,BE,TOTAL,T,TOTAL,PNP,722
2018,BE,TOTAL,T,TOTAL,PNP,2728
2019,BE,TOTAL,T,TOTAL,PNP,2790
2020,BE,TOTAL,T,TOTAL,PNP,988
2021,BE,TOTAL,T,TOTAL,PNP,1004
2000,BG,TOTAL,T,TOTAL,PNP,61
2001,BG,TOTAL,T,TOTAL,PNP,109
2002,BG,TOTAL,T,TOTAL,PNP,29
2003,BG,TOTAL,T,TOTAL,PNP,105
2004,BG,TOTAL,T,TOTAL,PNP,90
2005,BG,TOTAL,T,TOTAL,PNP,410
2006,BG,TOTAL,T,TOTAL,PNP,146
2007,BG,TOTAL,T,TOTAL,PNP,196
2008,BG,TOTAL,T,TOTAL,PNP,120
2009,BG,TOTAL,T,TOTAL,PNP,98
2010,BG,TOTAL,T,TOTAL,PNP,130
2011,BG,TOTAL,T,TOTAL,PNP,145
2012,BG,TOTAL,T,TOTAL,PNP,194
2013,BG,TOTAL,T,TOTAL,PNP,260
2014,BG,TOTAL,T,TOTAL,PNP,180
2015,BG,TOTAL,T,TOTAL,PNP,197
2016,BG,TOTAL,T,TOTAL,PNP,72
2017,BG,TOTAL,T,TOTAL,PNP,243
2018,BG,TOTAL,T,TOTAL,PNP,177
2019,BG,TOTAL,T,TOTAL,PNP,199
2020,BG,TOTAL,T,TOTAL,PNP,219
2021,BG,TOTAL,T,TOTAL,PNP,183
2022,BG,TOTAL,T,TOTAL,PNP,159
2000,CZ,TOTAL,T,TOTAL,PNP,722
2001,CZ,TOTAL,T,TOTAL,PNP,269
2002,CZ,TOTAL,T,TOTAL,PNP,249
2003,CZ,TOTAL,T,TOTAL,PNP,343
2004,CZ,TOTAL,T,TOTAL,PNP,236
2005,CZ,TOTAL,T,TOTAL,PNP,223
2006,CZ,TOTAL,T,TOTAL,PNP,228
2007,CZ,TOTAL,T,TOTAL,PNP,236
2008,CZ,TOTAL,T,TOTAL,PNP,296
2009,CZ,TOTAL,T,TOTAL,PNP,317
2010,CZ,TOTAL,T,TOTAL,PNP,372
2011,CZ,TOTAL,T,TOTAL,PNP,384
2012,CZ,TOTAL,T,TOTAL,PNP,300
2013,CZ,TOTAL,T,TOTAL,PNP,290
2014,CZ,TOTAL,T,TOTAL,PNP,301
2015,CZ,TOTAL,T,TOTAL,PNP,280
2016,CZ,TOTAL,T,TOTAL,PNP,276
2017,CZ,TOTAL,T,TOTAL,PNP,327
2018,CZ,TOTAL,T,TOTAL,PNP,263
2019,CZ,TOTAL,T,TOTAL,PNP,377
2020,CZ,TOTAL,T,TOTAL,PNP,413
2021,CZ,TOTAL,T,TOTAL,PNP,416
2022,CZ,TOTAL,T,TOTAL,PNP,561
2000,DK,TOTAL,T,TOTAL,PNP,374
2001,DK,TOTAL,T,TOTAL,PNP,427
2002,DK,TOTAL,T,TOTAL,PNP,390
2003,DK,TOTAL,T,TOTAL,PNP,383
2004,DK,TOTAL,T,TOTAL,PNP,418
2005,DK,TOTAL,T,TOTAL,PNP,574
2006,DK,TOTAL,T,TOTAL,PNP,495
2007,DK,TOTAL,T,TOTAL,PNP,526
2008,DK,TOTAL,T,TOTAL,PNP,369
2009,DK,TOTAL,T,TOTAL,PNP,385
2010,DK,TOTAL,T,TOTAL,PNP,412
2011,DK,TOTAL,T,TOTAL,PNP,361
2012,DK,TOTAL,T,TOTAL,PNP,408
2013,DK,TOTAL,T,TOTAL,PNP,395
2014,DK,TOTAL,T,TOTAL,PNP,393
2015,DK,TOTAL,T,TOTAL,PNP,406
2016,DK,TOTAL,T,TOTAL,PNP,410
2017,DK,TOTAL,T,TOTAL,PNP,337
2018,DK,TOTAL,T,TOTAL,PNP,295
2019,DK,TOTAL,T,TOTAL,PNP,352
2020,DK,TOTAL,T,TOTAL,PNP,354
2000,EE,TOTAL,T,TOTAL,PNP,61
2001,EE,TOTAL,T,TOTAL,PNP,73
2002,EE,TOTAL,T,TOTAL,PNP,83
2003,EE,TOTAL,T,TOTAL,PNP,113
2004,EE,TOTAL,T,TOTAL,PNP,154
2005,EE,TOTAL,T,TOTAL,PNP,124
2006,EE,TOTAL,T,TOTAL,PNP,177
2007,EE,TOTAL,T,TOTAL,PNP,190
2008,EE,TOTAL,T,TOTAL,PNP,152
2009,EE,TOTAL,T,TOTAL,PNP,167
2010,EE,TOTAL,T,TOTAL,PNP,132
2011,EE,TOTAL,T,TOTAL,PNP,134
2012,EE,TOTAL,T,TOTAL,PNP,153
2013,EE,TOTAL,T,TOTAL,PNP,130
2014,EE,TOTAL,T,TOTAL,PNP,135
2015,EE,TOTAL,T,TOTAL,PNP,136
2016,EE,TOTAL,T,TOTAL,PNP,156
2017,EE,TOTAL,T,TOTAL,PNP,137
2018,EE,TOTAL,T,TOTAL,PNP,145
2019,EE,TOTAL,T,TOTAL,PNP,138
2020,EE,TOTAL,T,TOTAL,PNP,141
2021,EE,TOTAL,T,TOTAL,PNP,160
2022,EE,TOTAL,T,TOTAL,PNP,148
2001,EL,TOTAL,T,TOTAL,PNP,201
2003,EL,TOTAL,T,TOTAL,PNP,213
2005,EL,TOTAL,T,TOTAL,PNP,211
2011,EL,TOTAL,T,TOTAL,PNP,637
2013,EL,TOTAL,T,TOTAL,PNP,791
2015,EL,TOTAL,T,TOTAL,PNP,782
2017,EL,TOTAL,T,TOTAL,PNP,912
2019,EL,TOTAL,T,TOTAL,PNP,709
2020,EL,TOTAL,T,TOTAL,PNP,659
2021,EL,TOTAL,T,TOTAL,PNP,603
2022,EL,TOTAL,T,TOTAL,PNP,735
2000,ES,TOTAL,T,TOTAL,PNP,2594
2001,ES,TOTAL,T,TOTAL,PNP,2258
2002,ES,TOTAL,T,TOTAL,PNP,747
2003,ES,TOTAL,T,TOTAL,PNP,611
2004,ES,TOTAL,T,TOTAL,PNP,529
2005,ES,TOTAL,T,TOTAL,PNP,577
2006,ES,TOTAL,T,TOTAL,PNP,1025
2007,ES,TOTAL,T,TOTAL,PNP,942
2008,ES,TOTAL,T,TOTAL,PNP,945
2009,ES,TOTAL,T,TOTAL,PNP,1102
2010,ES,TOTAL,T,TOTAL,PNP,990
2011,ES,TOTAL,T,TOTAL,PNP,824
2012,ES,TOTAL,T,TOTAL,PNP,833
2013,ES,TOTAL,T,TOTAL,PNP,775
2014,ES,TOTAL,T,TOTAL,PNP,741
2015,ES,TOTAL,T,TOTAL,PNP,805
2016,ES,TOTAL,T,TOTAL,PNP,973
2017,ES,TOTAL,T,TOTAL,PNP,918
2018,ES,TOTAL,T,TOTAL,PNP,882
2019,ES,TOTAL,T,TOTAL,PNP,838
2020,ES,TOTAL,T,TOTAL,PNP,856
2021,ES,TOTAL,T,TOTAL,PNP,1053
2022,ES,TOTAL,T,TOTAL,PNP,1967
2000,FR,TOTAL,T,TOTAL,PNP,8437
2001,FR,TOTAL,T,TOTAL,PNP,8304
2002,FR,TOTAL,T,TOTAL,PNP,8789
2003,FR,TOTAL,T,TOTAL,PNP,7976
2004,FR,TOTAL,T,TOTAL,PNP,7726
2005,FR,TOTAL,T,TOTAL,PNP,7726
2006,FR,TOTAL,T,TOTAL,PNP,7475
2007,FR,TOTAL,T,TOTAL,PNP,7735
2008,FR,TOTAL,T,TOTAL,PNP,7639
2009,FR,TOTAL,T,TOTAL,PNP,7256
2010,FR,TOTAL,T,TOTAL,PNP,7617
2011,FR,TOTAL,T,TOTAL,PNP,7731
2012,FR,TOTAL,T,TOTAL,PNP,8598
2013,FR,TOTAL,T,TOTAL,PNP,8796
2014,FR,TOTAL,T,TOTAL,PNP,9464
2016,FR,TOTAL,T,TOTAL,PNP,9753
2017,FR,TOTAL,T,TOTAL,PNP,9626
2018,FR,TOTAL,T,TOTAL,PNP,9942
2020,FR,TOTAL,T,TOTAL,PNP,10518
2021,FR,TOTAL,T,TOTAL,PNP,11705
2022,FR,TOTAL,T,TOTAL,PNP,11720
2004,HR,TOTAL,T,TOTAL,PNP,0
2005,HR,TOTAL,T,TOTAL,PNP,54
2006,HR,TOTAL,T,TOTAL,PNP,51
2007,HR,TOTAL,T,TOTAL,PNP,17
2008,HR,TOTAL,T,TOTAL,PNP,17
2009,HR,TOTAL,T,TOTAL,PNP,35
2010,HR,TOTAL,T,TOTAL,PNP,36
2011,HR,TOTAL,T,TOTAL,PNP,38
2021,HR,TOTAL,T,TOTAL,PNP,84
2022,HR,TOTAL,T,TOTAL,PNP,123
2002,IT,TOTAL,T,TOTAL,PNP,5696
2003,IT,TOTAL,T,TOTAL,PNP,5354
2004,IT,TOTAL,T,TOTAL,PNP,6386
2005,IT,TOTAL,T,TOTAL,PNP,8591
2006,IT,TOTAL,T,TOTAL,PNP,10994
2007,IT,TOTAL,T,TOTAL,PNP,10867
2008,IT,TOTAL,T,TOTAL,PNP,10804
2009,IT,TOTAL,T,TOTAL,PNP,10489
2010,IT,TOTAL,T,TOTAL,PNP,8954
2011,IT,TOTAL,T,TOTAL,PNP,7998
2012,IT,TOTAL,T,TOTAL,PNP,8133
2013,IT,TOTAL,T,TOTAL,PNP,8462
2014,IT,TOTAL,T,TOTAL,PNP,9057
2015,IT,TOTAL,T,TOTAL,PNP,9580
2016,IT,TOTAL,T,TOTAL,PNP,9299
2017,IT,TOTAL,T,TOTAL,PNP,9074
2018,IT,TOTAL,T,TOTAL,PNP,8581
2019,IT,TOTAL,T,TOTAL,PNP,10630
2020,IT,TOTAL,T,TOTAL,PNP,10600
2021,IT,TOTAL,T,TOTAL,PNP,11108
2022,IT,TOTAL,T,TOTAL,PNP,11567
2000,CY,TOTAL,T,TOTAL,PNP,160
2001,CY,TOTAL,T,TOTAL,PNP,168
2002,CY,TOTAL,T,TOTAL,PNP,182
2003,CY,TOTAL,T,TOTAL,PNP,210
2004,CY,TOTAL,T,TOTAL,PNP,202
2005,CY,TOTAL,T,TOTAL,PNP,227
2006,CY,TOTAL,T,TOTAL,PNP,234
2007,CY,TOTAL,T,TOTAL,PNP,255
2008,CY,TOTAL,T,TOTAL,PNP,232
2009,CY,TOTAL,T,TOTAL,PNP,269
2010,CY,TOTAL,T,TOTAL,PNP,221
2011,CY,TOTAL,T,TOTAL,PNP,231
2012,CY,TOTAL,T,TOTAL,PNP,247
2013,CY,TOTAL,T,TOTAL,PNP,240
2014,CY,TOTAL,T,TOTAL,PNP,312
2015,CY,TOTAL,T,TOTAL,PNP,309
2016,CY,TOTAL,T,TOTAL,PNP,301
2017,CY,TOTAL,T,TOTAL,PNP,337
2018,CY,TOTAL,T,TOTAL,PNP,354
2019,CY,TOTAL,T,TOTAL,PNP,438
2020,CY,TOTAL,T,TOTAL,PNP,495
2021,CY,TOTAL,T,TOTAL,PNP,504
2000,LV,TOTAL,T,TOTAL,PNP,2
2001,LV,TOTAL,T,TOTAL,PNP,5
2002,LV,TOTAL,T,TOTAL,PNP,7
2003,LV,TOTAL,T,TOTAL,PNP,0
2004,LV,TOTAL,T,TOTAL,PNP,1
2005,LV,TOTAL,T,TOTAL,PNP,1
2006,LV,TOTAL,T,TOTAL,PNP,1
2011,LU,TOTAL,T,TOTAL,PNP,0
2012,LU,TOTAL,T,TOTAL,PNP,0
2021,LU,TOTAL,T,TOTAL,PNP,0
2002,MT,TOTAL,T,TOTAL,PNP,0
2003,MT,TOTAL,T,TOTAL,PNP,0
2004,MT,TOTAL,T,TOTAL,PNP,0
2005,MT,TOTAL,T,TOTAL,PNP,0
2006,MT,TOTAL,T,TOTAL,PNP,0
2007,MT,TOTAL,T,TOTAL,PNP,0
2008,MT,TOTAL,T,TOTAL,PNP,0
2009,MT,TOTAL,T,TOTAL,PNP,0
2000,NL,TOTAL,T,TOTAL,PNP,1352
2001,NL,TOTAL,T,TOTAL,PNP,1091
2002,NL,TOTAL,T,TOTAL,PNP,993
2013,NL,TOTAL,T,TOTAL,PNP,0
2014,NL,TOTAL,T,TOTAL,PNP,0
2015,NL,TOTAL,T,TOTAL,PNP,0
2016,NL,TOTAL,T,TOTAL,PNP,0
2017,NL,TOTAL,T,TOTAL,PNP,0
2018,NL,TOTAL,T,TOTAL,PNP,0
2019,NL,TOTAL,T,TOTAL,PNP,0
2020,NL,TOTAL,T,TOTAL,PNP,0
2021,NL,TOTAL,T,TOTAL,PNP,0
2022,NL,TOTAL,T,TOTAL,PNP,0
2002,AT,TOTAL,T,TOTAL,PNP,623
2004,AT,TOTAL,T,TOTAL,PNP,565
2006,AT,TOTAL,T,TOTAL,PNP,404
2007,AT,TOTAL,T,TOTAL,PNP,337
2009,AT,TOTAL,T,TOTAL,PNP,742
2011,AT,TOTAL,T,TOTAL,PNP,830
2013,AT,TOTAL,T,TOTAL,PNP,890
2015,AT,TOTAL,T,TOTAL,PNP,969
2017,AT,TOTAL,T,TOTAL,PNP,1028
2019,AT,TOTAL,T,TOTAL,PNP,1228
2021,AT,TOTAL,T,TOTAL,PNP,1181
2000,PL,TOTAL,T,TOTAL,PNP,76
2001,PL,TOTAL,T,TOTAL,PNP,74
2002,PL,TOTAL,T,TOTAL,PNP,121
2003,PL,TOTAL,T,TOTAL,PNP,71
2004,PL,TOTAL,T,TOTAL,PNP,109
2005,PL,TOTAL,T,TOTAL,PNP,157
2006,PL,TOTAL,T,TOTAL,PNP,183
2007,PL,TOTAL,T,TOTAL,PNP,135
2008,PL,TOTAL,T,TOTAL,PNP,60
2009,PL,TOTAL,T,TOTAL,PNP,28
2010,PL,TOTAL,T,TOTAL,PNP,137
2011,PL,TOTAL,T,TOTAL,PNP,179
2012,PL,TOTAL,T,TOTAL,PNP,281
2013,PL,TOTAL,T,TOTAL,PNP,240
2014,PL,TOTAL,T,TOTAL,PNP,246
2015,PL,TOTAL,T,TOTAL,PNP,217
2016,PL,TOTAL,T,TOTAL,PNP,881
2017,PL,TOTAL,T,TOTAL,PNP,2597
2018,PL,TOTAL,T,TOTAL,PNP,2931
2019,PL,TOTAL,T,TOTAL,PNP,2285
2020,PL,TOTAL,T,TOTAL,PNP,1895
2021,PL,TOTAL,T,TOTAL,PNP,1666
2022,PL,TOTAL,T,TOTAL,PNP,1424
2000,PT,TOTAL,T,TOTAL,PNP,4490
2001,PT,TOTAL,T,TOTAL,PNP,4752
2002,PT,TOTAL,T,TOTAL,PNP,5073
2003,PT,TOTAL,T,TOTAL,PNP,5393
2004,PT,TOTAL,T,TOTAL,PNP,5342
2005,PT,TOTAL,T,TOTAL,PNP,5290
2006,PT,TOTAL,T,TOTAL,PNP,5844
2007,PT,TOTAL,T,TOTAL,PNP,6397
2008,PT,TOTAL,T,TOTAL,PNP,6762
2009,PT,TOTAL,T,TOTAL,PNP,6828
2010,PT,TOTAL,T,TOTAL,PNP,7824
2011,PT,TOTAL,T,TOTAL,PNP,8377
2012,PT,TOTAL,T,TOTAL,PNP,7634
2013,PT,TOTAL,T,TOTAL,PNP,875
2014,PT,TOTAL,T,TOTAL,PNP,784
2015,PT,TOTAL,T,TOTAL,PNP,751
2016,PT,TOTAL,T,TOTAL,PNP,835
2017,PT,TOTAL,T,TOTAL,PNP,854
2018,PT,TOTAL,T,TOTAL,PNP,973
2019,PT,TOTAL,T,TOTAL,PNP,1058
2020,PT,TOTAL,T,TOTAL,PNP,1474
2021,PT,TOTAL,T,TOTAL,PNP,1721
2022,PT,TOTAL,T,TOTAL,PNP,2147
2003,RO,TOTAL,T,TOTAL,PNP,253
2004,RO,TOTAL,T,TOTAL,PNP,223
2005,RO,TOTAL,T,TOTAL,PNP,241
2006,RO,TOTAL,T,TOTAL,PNP,170
2007,RO,TOTAL,T,TOTAL,PNP,182
2008,RO,TOTAL,T,TOTAL,PNP,200
2009,RO,TOTAL,T,TOTAL,PNP,129
2010,RO,TOTAL,T,TOTAL,PNP,208
2011,RO,TOTAL,T,TOTAL,PNP,221
2012,RO,TOTAL,T,TOTAL,PNP,224
2013,RO,TOTAL,T,TOTAL,PNP,181
2014,RO,TOTAL,T,TOTAL,PNP,210
2015,RO,TOTAL,T,TOTAL,PNP,298
2016,RO,TOTAL,T,TOTAL,PNP,342
2017,RO,TOTAL,T,TOTAL,PNP,183
2018,RO,TOTAL,T,TOTAL,PNP,219
2019,RO,TOTAL,T,TOTAL,PNP,296
2020,RO,TOTAL,T,TOTAL,PNP,315
2021,RO,TOTAL,T,TOTAL,PNP,388
2022,RO,TOTAL,T,TOTAL,PNP,354
2000,SI,TOTAL,T,TOTAL,PNP,122
2001,SI,TOTAL,T,TOTAL,PNP,195
2002,SI,TOTAL,T,TOTAL,PNP,210
2003,SI,TOTAL,T,TOTAL,PNP,37
2004,SI,TOTAL,T,TOTAL,PNP,45
2005,SI,TOTAL,T,TOTAL,PNP,31
