TIME,GEO,UNIT,INDIC_IL,SEX,AGE,VALUE
2013,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,25367
2014,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,25457
2015,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,25461
2016,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,25471
2017,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,26093
2018,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,26766
2019,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,28646
2020,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,30628
2021,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,30356
2022,Belgium,Euro,Mean equivalised net income,Females,From 50 to 64 years,31811
2006,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,1651
2007,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,1819
2008,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,2716
2009,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,3478
2010,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,3874
2011,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,3803
2012,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,3701
2013,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,4057
2014,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,4377
2015,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,4437
2016,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,4435
2017,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,5378
2018,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,5075
2019,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,5973
2020,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,6741
2021,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,7809
2022,Bulgaria,Euro,Mean equivalised net income,Females,From 50 to 64 years,7915
2005,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,5050
2006,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,5650
2007,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,6363
2008,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,7036
2009,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8599
2010,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8377
2011,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8851
2012,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,9075
2013,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,9073
2014,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8927
2015,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8682
2016,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,9045
2017,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,9763
2018,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,10670
2019,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,11674
2020,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,12517
2021,Czechia,Euro,Mean equivalised net income,Females,From 50 to 64 years,13109
2003,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,27022
2004,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,26944
2005,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,28041
2006,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,28629
2007,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,29531
2008,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,30625
2009,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,30790
2010,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,32916
2011,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,35424
2012,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,35044
2013,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,35322
2014,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,36545
2015,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,37412
2016,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,37503
2017,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,38500
2018,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,40931
2019,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,41543
2020,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,41017
2021,Denmark,Euro,Mean equivalised net income,Females,From 50 to 64 years,44281
2000,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,18889
2001,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,19748
2005,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,18819
2006,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,17757
2007,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,21826
2008,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,22386
2009,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,21948
2010,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,22709
2011,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,22373
2012,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,22419
2013,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,22992
2014,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,23416
2015,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,24455
2016,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,25422
2017,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,26531
2018,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,26642
2019,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,27303
2020,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,33077
2021,Germany (until 1990 former territory of the FRG),Euro,Mean equivalised net income,Females,From 50 to 64 years,31730
2004,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,3365
2005,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,3688
2006,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,4331
2007,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,5017
2008,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,6134
2009,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,7159
2010,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,6755
2011,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,6410
2012,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,6697
2013,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,7355
2014,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,8546
2015,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,9918
2016,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,10320
2017,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,10957
2018,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,12295
2019,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,13030
2020,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,14195
2021,Estonia,Euro,Mean equivalised net income,Females,From 50 to 64 years,14491
2000,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,15373
2001,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,17391
2003,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,20581
2004,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,22333
2005,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,22603
2006,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,25363
2007,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,26810
2008,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,28992
2009,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,26964
2010,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,25802
2011,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,24667
2012,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,24895
2013,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,24614
2014,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,24819
2015,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,25653
2016,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,27065
2017,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,29185
2018,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,32427
2019,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,32948
2020,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,33474
2021,Ireland,Euro,Mean equivalised net income,Females,From 50 to 64 years,35396
2000,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,8167
2001,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,8245
2003,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9848
2004,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,10484
2005,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,11428
2006,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,12583
2007,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,13332
2008,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,13574
2009,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,15327
2010,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,16423
2011,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,14314
2012,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,11033
2013,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9644
2014,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9493
2015,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9333
2016,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9354
2017,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9388
2018,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,9782
2019,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,10102
2020,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,10848
2021,Greece,Euro,Mean equivalised net income,Females,From 50 to 64 years,10623
2000,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,10232
2001,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,11661
2004,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,12082
2005,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,12695
2006,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,13330
2007,Spain,Euro,Mean equivalised net income,Females,From 50 to 64 years,14421
