GEO,UNIT,SEX,NACE_R2,ISCED11,VALUE
Estonia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1016
Ireland,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2713
Greece,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1362
Spain,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1544
France,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2007
Croatia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1007
Italy,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2194
Cyprus,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1508
Latvia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),813
Lithuania,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),721
Luxembourg,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4307
Hungary,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),764
Malta,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1774
Netherlands,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2724
Austria,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2809
Poland,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),851
Portugal,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),861
Romania,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1020
Slovenia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1313
Slovakia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),862
Finland,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2536
Sweden,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2748
Iceland,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),4203
Norway,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3936
Switzerland,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),5576
United Kingdom,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2521
North Macedonia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),481
Albania,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),352
Serbia,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),501
Türkiye,Euro,Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),568
Belgium,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2201
Bulgaria,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),747
Czechia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1533
Denmark,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2377
Germany,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2710
Estonia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1224
Ireland,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2044
Greece,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1574
Spain,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1613
France,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1767
Croatia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1434
Italy,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2120
Cyprus,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1677
Latvia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1063
Lithuania,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1062
Luxembourg,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3326
Hungary,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1186
Malta,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2084
Netherlands,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2358
Austria,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2509
Poland,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1430
Portugal,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),967
Romania,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1885
Slovenia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1506
Slovakia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),1081
Finland,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2014
Sweden,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2223
Iceland,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2589
Norway,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2606
Switzerland,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),3574
United Kingdom,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),2099
North Macedonia,Purchasing power standard (PPS),Total,Human health and social work activities,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),964
